-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-74.211601755425647,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-72.022227443033927,-1000000,-1000000,-1000000,-77.595687114510852,-1000000,-1000000,-1000000,-74.28297280728431,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-1000000,-1000000,-1000000,-78.363268575347092,-1000000,-1000000,-79.372579544449252,-1000000,-1000000,-76.449290597031222,-1000000,-79.656305773155083,-78.73158002572751,-77.40587559309688,-1000000,-1000000,-1000000,-1000000,-71.233775877935983,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-73.773200626006627,-69.540188048075152,-1000000,-1000000,-1000000,-1000000,-1000000,-79.624253761816419,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.541415071468293,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-75.912968287062426,-1000000,-77.063460892210912,-1000000,-75.585381185908489,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-1000000,-78.363268575347092,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-78.207382221032745,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-78.103630618705807,-1000000,-1000000,-1000000,-1000000,-78.377953376909687,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-1000000,-1000000,-1000000,-1000000,-1000000,-78.252406408216984,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-78.626813791202665,-1000000,-1000000,-1000000,-1000000,-1000000,-77.57818445746004,-1000000,-1000000,-1000000,-1000000,-78.55824794595793,-1000000,-76.836348182057463,-1000000,-1000000,-1000000,-74.31850113479409,-78.725037733656364,-73.570032875919864,-71.873562437626006,-1000000,-79.760814588692966,-1000000
-1000000,-1000000,-1000000,-1000000,-78.252406408216984,-1000000,-1000000,-77.936382674185225,-1000000,-79.841823476280979,-1000000,-77.419664653370361,-77.608728923514875,-1000000,-1000000,-72.544132754613315,-76.699935086108127,-1000000,-1000000,-1000000,-1000000,-1000000,-76.526572086223538,-1000000,-1000000,-1000000,-1000000,-76.397428256040342,-1000000,-72.774538022202734,-1000000,-72.429587288541398,-78.503811322125614,-76.144525707925325,-54.239554144669484,-1000000,-1000000,-1000000,-63.981463201842942,-1000000
-1000000,-79.372579544449252,-1000000,-1000000,-1000000,-1000000,-1000000,-71.270399606072544,-1000000,-73.008585656095249,-1000000,-72.84265690738772,-74.435444684432866,-78.882125180656487,-67.245067660196753,-77.346581438399653,-76.310392280374742,-1000000,-77.619082042162603,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.606204787052022,-78.912742126988178,-76.413178913837001,-1000000,-78.733974917144735,-1000000,-1000000,-1000000,-79.902257702240405,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-1000000,-1000000,-1000000,-1000000,-1000000,-77.936382674185225,-71.270399606072544,-1000000,-1000000,-73.24344174941217,-1000000,-66.535964415845058,-71.156945503372782,-1000000,-74.515614716383496,-72.086423360783726,-70.653916107403802,-1000000,-78.359488578660631,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-79.632277060674966,-70.621607167974531,-1000000,-74.080726178446042,-1000000,-79.719445135962275,-79.477673566341082,-76.518802975435776,-77.640940058102473,-1000000,-1000000,-1000000,-78.339354057468242,-1000000
-74.211601755425647,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.192519090896127,-1000000,-1000000,-1000000,-78.248401964441285,-1000000,-1000000,-1000000,-74.437547182537173,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-78.998854050831653,-1000000,-1000000
-1000000,-76.449290597031222,-1000000,-1000000,-1000000,-79.841823476280979,-73.008585656095249,-73.24344174941217,-1000000,-1000000,-1000000,-69.448814686311238,-66.955637470280379,-79.863549724848482,-76.56975074355968,-75.126162249656758,-77.938950144024375,-1000000,-71.345139970962464,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.6161615717713,-73.980121186173307,-77.868504079006101,-1000000,-78.869451212235418,-1000000,-79.663877906166448,-76.678537309260207,-1000000,-79.442064371170432,-1000000,-1000000,-1000000,-79.479197971840648,-1000000
-1000000,-1000000,-77.541415071468293,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-74.832973130767385,-1000000,-1000000,-1000000,-75.004349483146029,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.669501832011477,-78.797668334354242,-1000000,-1000000,-1000000
-1000000,-79.656305773155083,-1000000,-1000000,-1000000,-77.419664653370361,-72.84265690738772,-66.535964415845058,-1000000,-69.448814686311238,-1000000,-1000000,-63.487039804594559,-1000000,-76.296168937877923,-70.086483465446236,-74.045859037053106,-1000000,-76.247029635706269,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-77.813818014474549,-73.886400654519377,-1000000,-75.307252453342855,-1000000,-78.399611173911623,-77.336516637702971,-78.072587517883619,-76.970724679323865,-1000000,-1000000,-1000000,-77.378300111319135,-1000000
-1000000,-78.73158002572751,-1000000,-1000000,-1000000,-77.608728923514875,-74.435444684432866,-71.156945503372782,-1000000,-66.955637470280379,-1000000,-63.487039804594559,-1000000,-1000000,-77.543312234531953,-70.880148713498571,-76.140240174565122,-1000000,-74.468184028312692,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-79.829411286563101,-76.29507285363637,-75.983145541967673,-1000000,-76.674703309866715,-1000000,-77.719412961757655,-75.549360069000059,-79.273281901145793,-77.09237498172341,-1000000,-1000000,-1000000,-77.196982101170363,-1000000
-1000000,-77.40587559309688,-1000000,-78.207382221032745,-1000000,-1000000,-78.882125180656487,-1000000,-1000000,-79.863549724848482,-1000000,-1000000,-1000000,-1000000,-78.690613798440467,-1000000,-1000000,-79.613315100375758,-79.554969011308202,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-68.506760819608246,-79.768211859113393,-1000000,-1000000,-1000000,-74.565931827406729,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-71.855708384666258
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-67.245067660196753,-74.515614716383496,-1000000,-76.56975074355968,-1000000,-76.296168937877923,-77.543312234531953,-78.690613798440467,-1000000,-79.35927936677183,-77.395967115944643,-78.146392794900237,-79.676459045976799,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-78.170175941071875,-1000000,-77.560065878410569,-1000000,-79.882496367831493,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
